Date of Admission,Admission Type,Patient Status,Count
2019-12-17,Elective,discharge,6
2020-07-26,Elective,discharge,8
2019-08-04,Urgent,admission,10
2022-09-14,Urgent,admission,6
2022-06-12,Urgent,admission,8
2024-03-05,Urgent,discharge,10
2024-02-17,Elective,discharge,1
2019-07-10,Emergency,admission,4
2019-09-16,Elective,admission,5
2023-12-01,Urgent,admission,1
2023-09-24,Urgent,discharge,4
2020-03-04,Elective,discharge,1
2024-01-14,Urgent,discharge,2
2022-01-05,Emergency,discharge,5
2024-02-25,Elective,admission,8
2023-08-30,Elective,discharge,7
2024-02-01,Emergency,admission,4
2022-06-26,Elective,admission,8
2023-12-21,Emergency,admission,2
2023-08-09,Elective,admission,5
2020-05-27,Elective,admission,6
2021-05-13,Urgent,discharge,1
2023-12-30,Emergency,admission,2
2021-11-02,Elective,discharge,1
2024-04-07,Urgent,admission,8
2019-07-06,Emergency,discharge,2
2020-06-27,Elective,admission,8
2023-05-13,Urgent,admission,4
2021-05-10,Emergency,discharge,8
2020-05-17,Emergency,discharge,6
2020-08-11,Emergency,admission,9
2024-01-14,Urgent,admission,2
2020-02-11,Urgent,discharge,9
2023-06-27,Emergency,admission,7
2023-10-03,Emergency,discharge,4
2023-01-31,Urgent,admission,9
2019-10-03,Emergency,admission,1
2021-07-01,Elective,admission,3
2020-09-18,Emergency,admission,2
2024-04-07,Elective,admission,3
2023-01-05,Elective,admission,4
2023-02-14,Emergency,admission,6
2020-11-07,Urgent,discharge,10
2022-09-02,Elective,discharge,9
2023-10-04,Urgent,admission,3
2019-10-27,Elective,discharge,5
2023-06-24,Elective,admission,10
2022-06-16,Elective,discharge,8
2022-08-27,Urgent,discharge,10
2019-10-16,Urgent,admission,4
2024-02-16,Urgent,admission,1
2023-12-24,Elective,admission,10
2021-03-24,Urgent,admission,5
2020-06-11,Emergency,discharge,6
2022-01-05,Emergency,discharge,9
2024-04-29,Emergency,admission,1
2021-06-06,Elective,discharge,3
2019-09-19,Urgent,admission,9
2024-01-18,Emergency,admission,4
2022-01-30,Urgent,admission,7
2023-05-11,Urgent,admission,8
2022-12-21,Elective,admission,2
2022-09-03,Emergency,admission,7
2019-09-20,Elective,admission,4
2022-06-21,Elective,discharge,3
2021-10-07,Elective,admission,4
2019-05-17,Urgent,discharge,10
2019-08-11,Emergency,admission,9
2023-06-12,Urgent,admission,7
2022-02-11,Urgent,discharge,9
2022-04-08,Elective,discharge,3
2019-08-01,Emergency,discharge,6
2022-03-29,Emergency,admission,3
2021-09-13,Emergency,admission,3
2022-09-11,Elective,admission,8
2023-02-28,Urgent,admission,10
2023-10-13,Elective,discharge,4
2021-11-15,Urgent,admission,6
2024-02-03,Urgent,admission,4
2021-03-21,Emergency,admission,9
2020-09-12,Urgent,discharge,8
2020-06-26,Urgent,discharge,9
2023-07-22,Emergency,admission,8
2024-02-03,Urgent,discharge,3
2023-07-09,Emergency,admission,5
2024-01-24,Urgent,admission,6
2023-04-25,Elective,discharge,9
2019-11-17,Elective,admission,10
2023-05-10,Urgent,discharge,6
2020-07-07,Elective,discharge,4
2019-06-15,Urgent,discharge,8
2023-05-05,Elective,discharge,10
2020-04-24,Urgent,admission,3
2020-05-02,Urgent,admission,5
2023-08-12,Emergency,admission,7
2022-04-22,Emergency,admission,9
2019-07-28,Elective,discharge,9
2019-09-04,Emergency,admission,1
2022-06-03,Urgent,admission,10
2020-10-12,Elective,admission,10
2020-10-29,Emergency,discharge,9
2023-11-07,Emergency,discharge,3
2021-01-16,Emergency,admission,9
2023-05-31,Emergency,admission,1
2023-10-30,Urgent,admission,8
2019-06-03,Elective,admission,5
2024-04-14,Urgent,admission,1
2022-10-24,Urgent,admission,9
2024-03-22,Urgent,discharge,6
2019-05-21,Elective,admission,4
2023-01-24,Urgent,admission,3
2020-12-13,Elective,admission,5
2022-05-25,Emergency,discharge,5
2020-01-06,Elective,discharge,5
2023-04-26,Emergency,discharge,2
2024-03-11,Urgent,admission,4
2021-08-23,Urgent,discharge,7
2020-10-07,Emergency,admission,9
2022-06-15,Emergency,admission,4
2023-05-06,Emergency,discharge,4
2020-04-26,Emergency,admission,9
2023-02-18,Urgent,admission,9
2022-10-19,Urgent,discharge,5
2023-06-21,Urgent,admission,3
2021-08-12,Elective,discharge,8
2022-09-24,Emergency,discharge,9
2023-07-08,Urgent,admission,3
2020-06-06,Emergency,admission,9
2023-01-30,Urgent,discharge,2
2020-06-05,Emergency,discharge,9
2023-04-16,Urgent,admission,2
2020-11-06,Emergency,admission,9
2019-10-26,Elective,discharge,7
2021-03-16,Urgent,admission,5
2020-11-21,Urgent,discharge,5
2023-01-07,Elective,discharge,7
2023-05-08,Emergency,admission,4
2022-06-24,Emergency,discharge,2
2021-03-16,Emergency,admission,4
2020-11-26,Emergency,admission,3
2023-06-28,Elective,discharge,2
2020-01-04,Emergency,discharge,5
2024-02-03,Urgent,admission,3
2019-05-17,Emergency,discharge,7
2020-08-03,Elective,discharge,5
2021-08-14,Emergency,discharge,2
2019-08-10,Elective,discharge,7
2022-12-06,Elective,admission,2
2022-01-29,Emergency,discharge,3
2022-04-01,Emergency,discharge,2
2021-03-03,Emergency,admission,2
2023-04-23,Urgent,admission,6
2019-11-07,Elective,admission,5
2024-04-06,Urgent,admission,1
2020-12-22,Urgent,discharge,2
2021-09-24,Emergency,discharge,8
2022-03-04,Urgent,discharge,7
2022-05-04,Urgent,admission,1
2020-02-07,Emergency,discharge,5
2019-07-05,Elective,discharge,10
2019-09-20,Elective,discharge,7
2020-11-28,Emergency,discharge,5
2022-09-13,Emergency,discharge,2
2023-11-17,Urgent,discharge,10
2019-11-19,Elective,admission,9
2019-10-30,Emergency,discharge,10
2020-08-28,Elective,discharge,8
2024-01-17,Emergency,admission,5
2019-10-10,Emergency,discharge,10
2022-02-21,Urgent,admission,5
2024-01-04,Urgent,discharge,3
2022-04-15,Urgent,admission,2
2020-11-19,Emergency,admission,10
2022-02-02,Emergency,discharge,1
2023-06-04,Emergency,discharge,3
2023-01-12,Emergency,admission,2
2023-01-31,Elective,discharge,5
2020-12-22,Elective,admission,10
2021-02-11,Emergency,admission,1
2021-02-16,Emergency,admission,10
2020-02-12,Emergency,admission,9
2022-06-17,Elective,discharge,2
2020-03-14,Emergency,admission,10
2019-12-07,Elective,discharge,2
2019-12-06,Urgent,discharge,9
2023-08-22,Elective,discharge,9
2023-12-27,Elective,discharge,2
2021-06-28,Emergency,admission,4
2023-03-13,Urgent,discharge,2
2023-06-05,Elective,admission,5
2020-04-27,Emergency,admission,10
2022-01-13,Elective,discharge,4
2022-08-12,Urgent,discharge,4
2020-07-16,Elective,admission,9
2019-08-24,Elective,discharge,8
2023-07-21,Urgent,admission,1
2019-07-01,Urgent,admission,1
2019-06-29,Elective,admission,7
2023-07-09,Elective,discharge,5
2022-02-18,Elective,admission,2
2021-08-21,Urgent,discharge,1
2019-07-28,Urgent,discharge,8
2020-04-25,Elective,admission,7
2019-09-05,Elective,admission,5
2020-03-11,Urgent,admission,5
2021-09-05,Elective,admission,5
2021-12-05,Elective,discharge,1
2021-03-04,Elective,admission,6
2021-03-11,Elective,admission,8
2020-03-05,Elective,discharge,3
2022-09-27,Emergency,discharge,10
2021-02-28,Urgent,discharge,3
2020-04-07,Urgent,discharge,8
2019-09-03,Emergency,admission,3
2023-06-05,Emergency,admission,4
2022-02-25,Emergency,admission,4
2023-07-08,Urgent,admission,5
2022-04-29,Elective,admission,10
2021-03-31,Elective,discharge,5
2022-07-05,Urgent,discharge,2
2022-01-29,Elective,discharge,4
2022-04-22,Elective,admission,2
2022-11-23,Urgent,discharge,3
2021-05-21,Emergency,discharge,8
2022-12-24,Emergency,discharge,2
2020-05-25,Emergency,admission,8
2022-09-26,Elective,admission,7
2023-03-27,Emergency,admission,2
2020-04-19,Emergency,admission,7
2020-10-29,Urgent,admission,3
2021-07-30,Urgent,discharge,4
2019-12-18,Urgent,discharge,7
2024-02-07,Urgent,discharge,5
2023-10-31,Emergency,admission,4
2024-03-08,Elective,discharge,3
2021-09-17,Elective,discharge,5
2021-11-30,Emergency,discharge,1
2022-06-12,Elective,admission,8
2022-01-19,Urgent,discharge,4
2019-12-30,Emergency,discharge,7
2020-11-07,Emergency,admission,9
2021-03-13,Elective,admission,10
2020-11-05,Emergency,discharge,5
2019-10-05,Elective,discharge,1
2022-11-06,Emergency,admission,7
2022-02-07,Urgent,admission,4
2019-10-21,Urgent,admission,8
2023-08-10,Emergency,discharge,9
2020-05-02,Emergency,discharge,5
2022-07-19,Urgent,admission,2
2019-12-12,Emergency,admission,7
2021-09-10,Urgent,admission,9
2023-09-25,Elective,discharge,8
2021-02-08,Urgent,discharge,3
2023-02-07,Emergency,admission,8
2023-08-02,Emergency,discharge,3
2022-06-09,Elective,discharge,6
2023-08-27,Elective,discharge,10
2020-12-25,Urgent,discharge,2
2021-10-21,Elective,discharge,2
2021-10-21,Elective,discharge,2
2020-10-20,Urgent,admission,8
2019-05-09,Elective,admission,1
2021-10-04,Urgent,discharge,6
2019-08-05,Urgent,admission,5
2022-12-13,Elective,admission,10
2024-04-14,Urgent,discharge,7
2020-10-04,Urgent,admission,9
2019-10-25,Urgent,admission,9
2023-08-31,Urgent,admission,4
2019-10-30,Emergency,discharge,5
2022-04-30,Elective,discharge,4
2021-10-12,Emergency,discharge,4
2021-11-25,Emergency,admission,6
2024-01-04,Elective,discharge,4
2020-11-13,Emergency,admission,10
2024-02-03,Elective,admission,2
2021-09-19,Emergency,discharge,9
2023-11-21,Elective,admission,8
2023-05-25,Emergency,discharge,6
2020-02-03,Urgent,admission,7
2022-03-31,Urgent,discharge,6
2023-11-10,Urgent,discharge,8
2024-01-12,Elective,discharge,2
2022-06-27,Elective,admission,6
2021-06-16,Emergency,discharge,1
2022-09-16,Emergency,discharge,4
2022-07-23,Emergency,discharge,6
2019-11-08,Emergency,admission,6
2024-01-08,Elective,admission,1
2019-06-18,Elective,discharge,8
2024-03-01,Urgent,admission,9
2023-04-01,Urgent,discharge,6
2019-05-10,Urgent,discharge,5
2022-07-04,Urgent,admission,3
2024-05-04,Elective,admission,9
2023-08-16,Urgent,discharge,8
2019-06-26,Emergency,discharge,1
2019-11-22,Emergency,admission,8
2020-04-12,Elective,admission,5
2023-08-19,Urgent,admission,10
2023-01-12,Elective,admission,4
2021-11-15,Elective,admission,2
2022-11-09,Elective,admission,1
2022-05-26,Emergency,discharge,1
2023-05-18,Urgent,discharge,5
2021-12-16,Emergency,admission,8
2021-03-23,Emergency,admission,9
2020-04-04,Emergency,admission,3
2021-01-08,Urgent,discharge,2
2024-01-12,Urgent,admission,8
2021-10-04,Emergency,admission,6
2022-09-21,Emergency,admission,9
2022-07-27,Emergency,admission,8
2023-01-18,Urgent,discharge,6
2022-12-31,Emergency,discharge,8
2021-04-30,Elective,admission,3
2021-11-01,Emergency,admission,7
2020-04-12,Emergency,admission,4
2022-06-25,Urgent,discharge,7
2021-09-05,Elective,discharge,6
2021-07-06,Urgent,admission,10
2021-08-15,Emergency,admission,8
2022-10-21,Elective,admission,6
2023-06-11,Elective,discharge,3
2023-09-25,Urgent,admission,2
2022-08-20,Emergency,discharge,10
2022-09-09,Emergency,discharge,4
2023-10-23,Elective,discharge,6
2019-05-19,Emergency,discharge,1
2019-10-17,Elective,admission,1
2019-06-25,Elective,discharge,1
2022-12-07,Emergency,admission,2
2024-01-14,Elective,admission,8
2021-08-09,Urgent,admission,8
2023-06-22,Elective,discharge,4
2019-10-06,Elective,admission,5
2023-09-13,Emergency,admission,7
2022-08-10,Emergency,discharge,3
2023-05-29,Urgent,admission,6
2023-10-21,Elective,admission,7
2019-12-29,Urgent,admission,9
2019-09-08,Urgent,discharge,10
2022-01-16,Elective,admission,2
2022-01-08,Emergency,discharge,10
2021-05-19,Urgent,discharge,9
2021-12-07,Emergency,discharge,3
2020-08-20,Elective,admission,2
2023-07-02,Urgent,admission,5
2019-08-02,Elective,admission,2
2023-12-18,Urgent,discharge,10
2020-01-31,Urgent,discharge,6
2022-04-25,Urgent,discharge,10
2019-11-13,Emergency,discharge,1
2023-12-06,Emergency,discharge,1
2022-01-29,Elective,discharge,9
2021-07-27,Emergency,admission,9
2020-06-20,Urgent,admission,1
2022-08-15,Urgent,discharge,4
2020-05-03,Urgent,admission,7
2023-09-10,Elective,discharge,7
2020-11-12,Emergency,admission,9
2022-07-31,Urgent,admission,3
2021-04-17,Emergency,admission,8
2023-08-19,Urgent,discharge,4
2021-06-10,Elective,discharge,3
2021-07-26,Elective,admission,4
2023-11-24,Urgent,admission,6
2020-09-23,Emergency,admission,9
2019-10-11,Emergency,discharge,4
2021-10-17,Urgent,admission,1
2022-09-24,Elective,discharge,10
2022-07-03,Elective,admission,5
2023-09-03,Emergency,admission,5
2022-07-17,Emergency,admission,9
2023-01-24,Elective,admission,3
2022-07-27,Elective,admission,10
2019-11-02,Elective,discharge,10
2021-05-16,Elective,discharge,3
2024-03-26,Urgent,admission,8
2023-01-18,Urgent,discharge,7
2023-09-09,Urgent,discharge,1
2020-01-24,Emergency,admission,8
2022-08-16,Emergency,discharge,9
2020-09-01,Urgent,discharge,1
2019-12-15,Elective,discharge,7
2021-07-07,Urgent,discharge,3
2020-01-08,Emergency,admission,2
2019-09-04,Elective,admission,3
2021-10-10,Emergency,admission,7
2020-10-18,Emergency,discharge,10
2021-12-12,Emergency,discharge,4
2021-07-11,Elective,admission,2
2024-04-08,Elective,admission,9
2021-05-12,Emergency,admission,7
2023-08-20,Urgent,discharge,9
2023-01-23,Emergency,admission,9
2023-05-20,Elective,discharge,3
2023-11-01,Emergency,discharge,2
2024-03-22,Elective,admission,4
2019-12-06,Emergency,discharge,7
2022-01-12,Elective,discharge,6
2019-09-26,Urgent,admission,8
2020-06-19,Urgent,discharge,5
2023-05-02,Urgent,admission,4
2022-09-08,Elective,admission,10
2020-02-09,Emergency,admission,3
2023-07-08,Urgent,admission,4
2021-03-20,Urgent,discharge,8
2021-11-19,Elective,discharge,1
2022-09-05,Urgent,admission,1
2020-09-02,Elective,discharge,1
2019-11-23,Emergency,discharge,1
2024-01-23,Elective,admission,6
2024-05-02,Elective,admission,8
2022-06-17,Elective,admission,9
2022-02-26,Urgent,discharge,7
2019-11-12,Elective,discharge,8
2021-06-12,Urgent,discharge,3
2022-06-09,Urgent,admission,5
2019-09-16,Emergency,admission,4
2022-01-07,Emergency,discharge,8
2020-10-22,Emergency,discharge,10
2023-04-29,Urgent,admission,2
2022-04-03,Urgent,admission,4
2023-12-23,Emergency,discharge,1
2021-07-17,Emergency,admission,6
2021-10-14,Urgent,admission,2
2023-08-30,Urgent,discharge,3
2022-04-29,Emergency,admission,4
2020-08-13,Elective,discharge,7
2023-06-03,Urgent,admission,9
2023-01-05,Elective,discharge,4
2023-08-05,Emergency,admission,10
2020-08-28,Elective,discharge,4
2019-10-11,Urgent,admission,8
2023-07-12,Emergency,admission,10
2019-09-24,Urgent,admission,8
2023-05-16,Emergency,discharge,4
2024-04-27,Urgent,discharge,3
2021-01-03,Emergency,discharge,4
2020-05-12,Emergency,discharge,4
2022-06-12,Urgent,discharge,9
2022-01-27,Emergency,discharge,8
2022-09-30,Elective,admission,4
2019-08-29,Emergency,admission,5
2023-08-22,Elective,admission,4
2023-05-16,Elective,discharge,4
2019-12-24,Urgent,discharge,3
2022-06-05,Elective,admission,6
2023-01-25,Urgent,discharge,5
2021-04-03,Emergency,discharge,10
2020-04-23,Elective,admission,4
2023-05-27,Urgent,discharge,9
2019-05-22,Emergency,discharge,8
2022-01-18,Emergency,discharge,3
2023-03-21,Urgent,discharge,9
2022-08-18,Emergency,discharge,10
2020-02-10,Emergency,admission,5
2020-09-12,Urgent,admission,8
2022-06-24,Urgent,admission,6
2021-09-28,Emergency,admission,10
2020-06-10,Elective,admission,10
2022-03-03,Urgent,admission,1
2022-07-30,Urgent,admission,2
2022-01-09,Elective,admission,8
2022-09-14,Urgent,discharge,7
2020-09-17,Urgent,discharge,9
2023-10-16,Emergency,admission,10
2021-11-01,Emergency,discharge,8
2019-12-28,Elective,discharge,10
2023-05-26,Urgent,admission,7
2024-03-09,Urgent,discharge,2
2021-02-19,Emergency,discharge,9
2021-01-09,Urgent,discharge,1
2024-02-28,Emergency,admission,10
2022-05-30,Elective,admission,5
2020-04-26,Emergency,admission,8
2024-01-05,Elective,admission,1
2023-06-22,Emergency,admission,10
2021-10-22,Urgent,admission,8
2020-08-14,Elective,discharge,3
2020-01-16,Urgent,discharge,9
2023-10-22,Emergency,discharge,3
2024-01-19,Emergency,discharge,4
2023-03-19,Elective,discharge,1
2020-11-14,Elective,admission,2
2021-12-16,Emergency,discharge,4
2022-10-25,Emergency,discharge,1
2024-03-03,Elective,discharge,7
2019-08-27,Elective,admission,9
2021-03-31,Urgent,admission,3
2022-09-19,Emergency,admission,8
2023-08-30,Emergency,admission,4
2019-09-25,Emergency,discharge,6
2022-10-08,Emergency,admission,10
2024-01-31,Urgent,admission,8
2020-02-20,Emergency,discharge,9
2019-10-23,Elective,admission,8
2020-05-24,Emergency,admission,8
2020-12-03,Urgent,admission,1
2022-03-22,Elective,admission,6
2021-08-04,Elective,discharge,10
2021-07-15,Urgent,discharge,7
2020-02-11,Urgent,discharge,2
2020-08-30,Emergency,discharge,5
2021-02-25,Elective,admission,3
2024-05-02,Emergency,admission,2
2021-06-30,Emergency,discharge,6
2019-06-04,Emergency,admission,4
2024-04-20,Urgent,admission,9
2023-07-22,Urgent,discharge,6
2019-10-30,Elective,admission,2
2020-02-23,Urgent,discharge,2
2022-03-28,Elective,admission,4
2020-03-03,Urgent,discharge,7
2024-01-15,Urgent,discharge,3
2021-12-18,Urgent,admission,3
2024-04-21,Elective,discharge,10
2021-08-13,Emergency,discharge,4
2020-12-03,Urgent,admission,6
2021-12-19,Elective,discharge,9
2022-11-23,Elective,discharge,4
2024-04-01,Urgent,discharge,2
2024-02-13,Emergency,admission,6
2024-01-09,Elective,admission,1
2021-05-22,Urgent,discharge,8
2021-07-22,Urgent,admission,7
2020-03-01,Elective,discharge,2
2020-08-04,Emergency,discharge,7
2019-08-16,Urgent,admission,1
2019-12-26,Emergency,discharge,4
2019-06-21,Elective,admission,8
2019-10-24,Elective,discharge,6
2023-11-28,Urgent,admission,9
2021-05-05,Elective,discharge,7
2020-08-15,Elective,discharge,8
2021-06-25,Emergency,discharge,5
2023-12-04,Urgent,admission,6
2022-03-10,Emergency,admission,9
2019-11-11,Emergency,discharge,3
2023-04-10,Urgent,discharge,8
2023-11-29,Emergency,admission,6
2021-10-19,Urgent,admission,2
2023-02-09,Elective,admission,5
2023-05-24,Urgent,discharge,5
2020-10-23,Urgent,discharge,3
2021-07-21,Urgent,admission,6
2022-11-06,Urgent,discharge,10
2022-03-01,Emergency,admission,7
2019-09-23,Urgent,admission,6
2023-05-16,Elective,discharge,5
2021-07-28,Elective,admission,9
2022-01-27,Urgent,discharge,9
2021-03-24,Elective,admission,5
2021-03-25,Emergency,discharge,4
2021-12-06,Urgent,discharge,1
2019-08-11,Urgent,discharge,5
2022-12-11,Emergency,discharge,2
2020-01-04,Urgent,admission,6
2020-01-18,Emergency,admission,5
2023-01-15,Emergency,discharge,9
2021-03-11,Emergency,discharge,1
2022-03-12,Urgent,discharge,6
2022-12-30,Emergency,admission,10
2023-01-23,Elective,discharge,6
2022-07-21,Elective,admission,5
2021-09-25,Urgent,discharge,10
2021-03-15,Urgent,admission,2
2019-11-20,Urgent,admission,4
2022-07-01,Emergency,admission,6
2019-07-11,Emergency,discharge,10
2024-01-25,Elective,admission,4
2023-03-22,Emergency,admission,5
2022-03-02,Urgent,discharge,9
2022-09-26,Urgent,discharge,8
2023-01-08,Elective,admission,7
2022-09-24,Elective,admission,8
2019-07-10,Emergency,admission,5
2019-09-08,Emergency,admission,9
2023-05-30,Emergency,admission,6
2021-07-28,Urgent,discharge,1
2022-04-20,Urgent,discharge,9
2022-06-28,Elective,admission,2
2020-05-24,Emergency,admission,2
2022-02-17,Urgent,admission,1
2020-08-19,Urgent,discharge,7
2019-10-19,Urgent,discharge,1
2021-07-28,Elective,discharge,10
2022-04-29,Urgent,admission,10
2023-05-07,Elective,discharge,6
2019-10-25,Emergency,admission,2
2022-11-07,Emergency,admission,2
2020-12-27,Emergency,discharge,9
2020-08-24,Emergency,discharge,8
2022-03-16,Urgent,discharge,1
2022-04-16,Emergency,discharge,7
2023-12-24,Urgent,discharge,6
2022-02-26,Elective,admission,10
2021-02-05,Urgent,admission,8
2022-09-17,Urgent,admission,2
2023-06-06,Urgent,admission,5
